F9,F7,F3,Fz,F4,F8,F10,FC5,FC1,FC2,FC6,T9,T7,C3,C4,T8,T10,CP5,CP1,CP2,CP6,P9,P7,P3,Pz,P4,P8,P10
-19.0574,-28.6938,-36.2082,-28.5475,-8.3275,-28.4303,-48.3107,-48.5997,-50.5165,-24.0443,-23.278,-41.3679,-52.7897,-40.2568,-30.6368,-32.2977,-22.8024,-30.7381,-30.6836,-24.5063,-12.9377,0.3717,-11.2381,-27.3986,-27.3941,-17.6223,3.836,-14.121
-17.6322,-28.4675,-34.7594,-26.9859,-7.3967,-25.0095,-43.0236,-42.772,-43.4378,-20.5903,-19.068,-34.5403,-44.9894,-32.1631,-23.3095,-25.7093,-18.646,-26.1968,-26.6667,-20.4325,-10.5891,0.05,-9.0878,-23.8738,-24.7189,-14.8004,4.3951,-11.6118
-16.9946,-29.3748,-35.5189,-26.7427,-5.9368,-21.1581,-38.3865,-37.5088,-35.8435,-15.2973,-12.9531,-26.7558,-36.5438,-24.8881,-16.8124,-19.1902,-12.1852,-20.6775,-22.7419,-14.619,-5.5841,2.0634,-5.2693,-20.6543,-23.848,-12.6475,3.7488,-9.9115
-15.7594,-29.0198,-35.2162,-25.3449,-4.609,-17.6417,-33.88,-33.38,-29.6682,-11.5641,-9.0197,-20.9708,-30.3949,-20.0925,-11.8474,-15.0322,-8.0423,-17.3253,-19.7031,-10.6742,-2.3213,2.9315,-2.3226,-17.5949,-22.6657,-10.2777,3.9831,-8.2026
-12.1659,-22.1032,-30.1371,-19.4619,-3.0617,-13.2456,-27.3023,-29.7853,-24.1749,-9.6491,-9.4653,-18.5537,-27.1209,-23.2268,-14.5226,-18.1494,-8.6077,-18.1253,-18.9307,-10.6821,-2.1802,2.494,-1.6784,-16.2492,-22.4822,-9.6654,3.962,-8.1173
-10.5352,-18.0262,-29.1411,-16.741,-1.8265,-10.2028,-23.9379,-28.7957,-20.4498,-7.4923,-9.4615,-17.0439,-25.2022,-28.363,-19.6801,-22.5478,-8.5397,-19.415,-20.2754,-10.8041,-0.9387,3.6957,-1.031,-17.7682,-26.2114,-11.6215,2.8423,-9.8705
-10.3576,-17.6504,-30.3144,-16.6444,-1.3337,-8.7321,-22.6263,-28.1315,-17.831,-5.9062,-8.5389,-15.1211,-23.0368,-29.2949,-21.0459,-23.3968,-7.6204,-19.3704,-21.0633,-10.291,0.1724,4.3733,-0.5851,-19.1492,-29.1473,-13.0497,2.3139,-10.7948
-7.459,-12.3791,-24.377,-11.9062,-0.8961,-6.3185,-17.4824,-23.979,-14.1684,-5.7336,-9.3603,-13.4287,-20.074,-28.1516,-20.4949,-23.186,-8.8543,-18.9619,-19.2758,-10.7556,-1.5491,2.333,-1.4839,-17.2623,-26.1219,-11.7083,2.7935,-9.6213
-5.9646,-10.6802,-19.8935,-9.5701,-0.6512,-5.3005,-14.4182,-19.9629,-12.226,-5.1152,-7.7758,-11.3008,-17.2319,-22.2463,-14.8561,-18.2464,-7.2757,-15.6656,-15.0281,-8.5583,-1.3128,1.5242,-0.5906,-12.56,-19.6796,-7.8691,3.2513,-6.827
-7.5408,-13.3612,-21.8079,-12.0508,-1.1301,-7.1374,-17.323,-21.4849,-14.8068,-5.4827,-7.0899,-12.4301,-18.7588,-21.2391,-14.0638,-16.9219,-6.3719,-14.813,-14.9552,-7.9457,-0.5844,2.5536,-0.315,-12.6529,-19.3308,-7.9621,2.6919,-6.9575
-8.6658,-13.191,-24.5392,-13.4468,-1.9125,-9.0528,-20.9077,-26.3197,-18.5216,-7.9466,-11.1914,-17.0136,-23.7319,-29.9296,-22.9475,-24.5845,-10.7571,-20.0224,-20.6281,-12.6439,-3.219,2.2248,-3.2787,-18.9221,-26.14,-13.1583,2.1235,-10.62
-9.3597,-14.0525,-25.9467,-14.5658,-2.9233,-10.5122,-22.6835,-28.0735,-20.0361,-10.1327,-13.7587,-18.8306,-25.3927,-31.7445,-25.4707,-26.8173,-13.8396,-22.5801,-23.5467,-15.7925,-6.1836,0.276,-6.0814,-22.6213,-29.3067,-15.8552,2.7424,-11.923
-8.6764,-12.039,-23.256,-13.3576,-3.9236,-11.101,-21.8318,-26.7383,-19.7883,-12.114,-16.1674,-19.5672,-24.8662,-31.3497,-27.034,-27.4911,-16.9846,-23.5805,-24.6637,-18.6346,-9.9419,-2.5118,-9.5774,-24.9061,-29.6206,-17.7911,2.9299,-12.4544
-8.5147,-10.5992,-24.7091,-12.9312,-4.0715,-11.0548,-22.4679,-29.4368,-20.4231,-13.4702,-19.4499,-21.798,-27.2922,-38.3406,-33.7083,-33.9571,-20.6008,-28.1238,-29.0081,-22.3401,-12.1133,-3.4398,-11.6389,-29.4776,-35.3376,-21.4396,3.1744,-14.9831
-11.0247,-17.4199,-32.2696,-17.421,-3.9902,-12.6093,-26.9841,-34.3284,-23.4153,-13.687,-18.5748,-22.6969,-30.6203,-38.5649,-30.6815,-33.47,-19.198,-29.5687,-30.2373,-21.3811,-10.0421,-2.2985,-9.1181,-29.2568,-37.4883,-20.0149,5.1467,-14.4209
-8.903,-13.0528,-23.8922,-13.3676,-4.4555,-13.659,-25.3979,-31.9293,-26.2007,-16.3371,-20.5764,-25.5189,-32.7876,-35.8974,-27.8253,-31.3642,-21.3336,-28.4292,-26.3173,-22.0378,-12.8998,-4.3556,-10.2125,-23.9548,-27.7402,-15.5978,5.7591,-11.5619
-3.3748,1.5388,-6.9118,-2.8513,-4.792,-13.1032,-19.5981,-27.3464,-27.9843,-20.2934,-27.0315,-31.0913,-35.6687,-41.293,-35.1981,-36.9036,-28.5081,-30.225,-24.2468,-26.9621,-19.5842,-7.7221,-15.088,-21.2236,-18.6307,-14.6264,4.2621,-11.2431
-4.1755,0.4794,-7.8787,-3.9881,-5.2408,-14.5563,-21.7507,-29.2174,-30.4961,-21.4787,-28.0191,-33.0834,-38.0472,-42.5873,-36.2654,-37.8879,-29.4715,-31.2021,-25.1948,-27.936,-20.2489,-7.7108,-15.6723,-22.0461,-19.0146,-15.1551,4.2797,-11.6906
-6.0883,-3.9536,-11.1469,-7.3828,-6.0155,-16.3271,-24.4519,-30.0781,-31.7845,-21.8522,-26.8649,-32.6685,-37.9016,-38.7642,-32.9695,-34.5671,-28.3386,-29.9244,-25.1327,-27.2249,-20.0024,-7.8123,-15.7895,-22.6065,-19.2953,-15.2524,4.6208,-11.2974
-3.106,3.285,-1.6428,-1.9125,-5.7774,-15.1607,-20.1068,-25.3787,-30.7645,-22.0483,-27.5342,-33.0464,-36.5298,-37.6694,-33.4676,-33.7961,-29.1541,-27.7517,-21.5524,-27.0253,-21.3802,-8.4598,-16.7258,-18.8944,-12.3114,-13.1941,3.1983,-10.0513
-1.2212,7.1468,4.4837,1.4577,-5.0045,-13.8114,-16.8255,-21.4351,-29.5,-20.5931,-25.5879,-31.854,-34.5711,-34.4493,-30.5687,-30.5412,-26.8546,-24.0335,-16.8293,-24.1099,-19.7356,-7.3109,-14.9229,-13.4511,-5.1695,-9.445,2.0501,-7.9497
-1.299,6.9734,4.885,1.2163,-4.608,-12.9671,-15.7202,-19.2744,-27.5221,-18.5056,-22.857,-29.4109,-31.6266,-31.3968,-28.551,-27.5588,-23.8911,-20.9772,-14.8511,-21.4734,-17.4554,-5.7793,-13.5318,-12.0478,-3.9846,-8.8583,0.8161,-7.5416
-0.902,8.0885,4.7966,1.8055,-3.1898,-10.5288,-13.5283,-17.3554,-24.193,-14.5856,-19.1738,-26.2442,-28.3095,-31.3666,-28.7482,-26.6602,-19.5948,-18.1408,-13.0554,-17.7161,-12.9272,-2.2901,-10.3331,-10.3815,-4.3464,-8.4413,-1.2236,-7.8588
-2.1974,3.2448,-0.6788,-1.0111,-1.8143,-8.702,-13.393,-17.0134,-21.0405,-10.3067,-13.619,-21.4399,-24.7419,-27.1499,-22.8789,-22.0145,-13.2128,-14.6809,-10.7556,-12.1941,-6.8735,1.0951,-5.1706,-7.51,-4.9833,-5.9061,-1.1334,-6.5388
-3.4465,-2.1161,-5.3649,-4.0993,-2.3071,-8.1457,-12.8989,-15.1486,-16.9104,-9.1997,-11.1035,-16.3745,-19.4297,-19.3359,-15.9735,-16.1397,-11.1421,-12.6987,-10.5328,-10.7657,-6.6848,-0.8002,-5.2519,-8.66,-7.3364,-6.0361,0.7262,-5.3412
-1.1802,0.2817,-1.082,-1.0513,-1.6643,-4.5197,-6.1845,-7.5289,-9.0337,-6.2057,-7.582,-9.4143,-10.5503,-10.4912,-9.1948,-9.3273,-7.9846,-7.7542,-6.12,-7.4539,-5.7858,-2.1748,-4.5307,-5.3399,-3.5882,-3.6847,0.9069,-2.836
2.0223,4.7028,4.58,3.7992,1.0595,1.3756,2.2593,0.6837,-0.352,0.4598,-0.5333,-1.3722,-1.5429,-3.3833,-1.951,-2.36,-0.1251,-0.2537,1.7623,0.5749,0.8839,1.1981,1.5324,3.3664,3.696,2.3447,-0.5753,0.624
3.2518,7.4981,4.9457,5.7256,2.4009,4.4545,5.526,2.3023,3.832,3.4494,1.0226,1.2989,1.4732,-6.0968,-4.7629,-4.45,1.658,0.0799,1.6234,2.012,3.375,3.0551,3.1779,3.0079,1.0027,1.3195,-1.8323,-0.472
3.9553,8.696,4.542,6.7399,2.6691,5.6866,6.9248,2.2688,5.6535,3.5808,0.0201,1.8885,2.1487,-8.4443,-6.8697,-6.8959,0.4263,-1.7369,0.0146,0.7619,2.6236,2.2486,2.5864,1.2808,-1.8278,0.0176,-1.3047,-1.2518
4.6282,6.1443,5.5928,7.1988,3.5048,7.1021,9.4463,5.886,8.2118,5.5621,4.3663,6.2248,5.8505,1.7732,5.3851,2.2306,5.2381,3.2514,6.4106,6.076,5.6406,2.2608,6.7663,9.4114,6.5335,7.523,0.8539,3.8493
4.6108,4.7301,5.845,6.9095,3.8593,7.6092,10.3,7.7237,9.4114,6.9084,6.9714,8.462,7.9677,6.7639,10.7377,6.8281,8.1197,6.2476,9.4513,8.9948,7.5908,2.9009,8.7887,12.8702,10.1009,10.4829,1.1666,5.863
5.8011,10.0148,7.8025,9.3515,4.1475,8.8736,11.8319,7.3872,10.5301,7.0721,4.4745,6.9941,7.5141,-1.5309,0.851,-0.5473,5.351,3.2511,5.8463,6.0247,6.3346,3.4238,6.5871,8.1381,4.6311,5.4998,-1.0118,2.2371
7.2206,13.6162,10.3584,11.8428,4.5301,10.2694,14.1446,8.5656,12.1865,7.3799,3.4956,7.1056,8.2798,-4.2284,-2.3462,-3.1198,4.2101,2.3605,5.3055,5.0711,5.6566,3.1648,5.8739,7.4049,3.8138,4.4537,-1.5976,1.4342
5.839,9.2974,8.3874,9.2749,3.8879,8.6052,12.0773,8.3213,10.6848,6.7143,4.8064,7.5871,8.2351,1.4606,3.7518,1.8231,5.5762,4.2069,7.0109,6.4297,5.8538,2.5407,6.4715,9.3496,6.6294,6.7619,-0.3405,3.3751
4.2821,6.2012,6.8131,6.791,3.406,6.6174,9.1694,7.0865,7.8501,6.2751,5.8556,6.5814,6.7054,3.8985,6.2923,4.4404,6.9057,5.6817,8.0203,7.6024,6.7506,3.4707,7.1717,10.5124,8.5806,7.8504,-0.5619,4.0349
3.481,5.9931,6.8358,5.9035,3.0859,4.9286,6.7044,5.1634,4.4528,5.3561,5.1537,3.8501,3.6529,1.7406,4.1403,3.0969,6.4319,5.2863,7.5759,7.1185,6.793,4.5759,6.9809,10.2688,9.1302,7.397,-1.5315,3.3285
0.3761,0.2758,1.2631,0.8809,1.4528,0.7052,0.1313,-0.1632,-1.4267,2.0927,2.9075,-0.1761,-1.4916,0.4391,3.1391,1.9312,4.0144,2.5948,4.0991,4.3186,4.6186,3.6664,4.8926,6.469,5.8833,5.1188,-0.6054,2.1055
-2.0831,-5.5106,-3.3126,-3.4443,0.275,-1.9998,-3.9582,-2.4409,-4.1042,0.5771,3.069,-0.8442,-2.8286,3.889,6.5505,4.7764,4.0477,2.6892,3.2085,3.9721,3.8622,2.7805,4.1492,5.1307,4.944,4.8154,0.5413,2.4738
-1.3492,-3.2607,-0.2807,-1.9765,0.5253,-1.6355,-2.8,-0.8249,-3.9301,1.1859,3.726,-0.8114,-2.2388,4.3536,6.3195,5.4585,4.8563,4.2819,4.898,4.9663,4.5155,3.6471,4.5438,6.8144,7.5753,5.5973,-0.653,2.7676
-0.9539,0.5123,2.0153,-0.4096,0.3118,-3.1426,-4.8352,-4.2635,-8.7145,-1.1932,-0.3018,-6.642,-8.3432,-4.6267,-2.2011,-1.9235,0.901,0.3549,2.1191,1.411,2.5216,4.2334,2.7787,4.6865,6.4243,3.3775,-1.9175,0.4337
-2.202,-0.6079,0.7559,-1.855,-0.468,-6.402,-9.705,-9.5188,-15.5908,-4.5548,-3.7585,-12.7367,-15.7632,-10.1008,-5.9844,-6.2166,-2.398,-3.2865,-0.2856,-1.5649,0.6077,4.2136,1.6564,3.4889,6.2438,2.8805,-1.4809,-0.5034
-4.8021,-6.5653,-2.5716,-6.1496,-1.0123,-9.3702,-14.3687,-11.6155,-19.9344,-4.8858,-1.3834,-13.7784,-18.0674,-5.1735,-0.0836,-1.0062,0.5703,-0.5645,1.9814,1.1681,2.8193,5.9097,3.7833,6.4859,10.0461,5.8195,-1.274,1.2714
-6.8795,-12.8129,-7.0928,-10.0018,-0.8033,-10.3483,-16.9467,-12.5206,-20.9628,-3.4318,2.4954,-11.959,-17.6485,0.8493,7.5548,5.0597,5.1078,2.6604,4.7035,5.2927,6.511,7.8097,7.3643,10.0807,12.6911,9.4129,-0.4397,3.532
-4.315,-11.2914,-5.673,-6.3934,1.078,-6.2772,-11.6635,-9.8545,-16.0145,-1.0654,4.4387,-7.9485,-14.5231,3.3546,13.5654,7.2044,7.3857,3.3875,8.1019,8.247,8.8243,7.4293,11.3145,15.8726,16.3455,15.0057,2.243,6.8778
-0.7917,-7.9702,-3.1599,-1.2817,3.4279,-0.7439,-4.3174,-5.9231,-8.9203,2.1636,6.5546,-2.7158,-9.8297,5.2287,18.8369,8.6464,9.7778,4.0788,11.6123,11.361,11.369,6.9908,15.4586,21.7066,19.4696,20.4396,4.8133,10.1001
-1.1035,-13.8397,-8.7844,-3.203,4.7534,2.529,-1.4455,-3.3516,-2.2011,6.2095,12.1596,5.2033,-3.0251,14.3558,30.3277,16.4608,15.7058,7.5458,14.8221,16.7908,15.8386,7.1581,20.2862,25.7072,19.7167,24.9562,7.8175,13.5919
-0.8543,-19.1355,-12.7916,-4.4492,5.6849,6.3308,3.2998,1.9434,6.8912,10.2835,18.0779,15.1343,6.8644,27.1891,43.9286,26.7696,21.5034,12.3347,18.836,22.1542,19.0286,5.6569,23.798,29.5063,20.7125,29.2573,11.0621,17.6718
0.3362,-16.9536,-12.816,-2.8533,5.8449,8.6305,6.5331,3.7314,11.5857,10.9746,17.1181,17.6604,10.4254,25.6023,41.0612,24.3671,19.915,10.6725,16.4904,20.3402,17.4562,3.8682,21.9416,25.8421,15.7031,26.123,11.3592,16.2073
-0.3707,-15.4074,-15.5389,-3.6456,5.3336,8.0143,4.5068,0.0086,10.3862,9.6847,13.3618,14.6028,7.6478,15.7209,29.8544,15.4667,15.7251,5.4322,9.8606,15.509,15.1158,3.8168,18.5395,17.6733,6.098,18.8844,9.9168,11.3233
0.75,-13.127,-13.6076,-1.8189,6.0596,9.7912,7.0568,2.0744,12.8792,11.3158,14.5136,16.3427,9.8643,15.8531,29.6974,15.6911,16.9935,6.6225,11.0828,16.8082,16.3737,4.6045,19.5118,18.8743,6.8324,19.3946,9.1941,11.4916
2.4029,-10.9837,-10.4181,0.7099,7.298,12.4477,11.1133,6.0892,16.6986,14.1712,17.7077,19.9586,13.8909,19.7805,33.9006,19.4422,20.5626,10.2589,15.2443,20.6095,19.2705,5.8962,22.3883,23.656,11.2981,22.9094,8.7901,13.5827
1.4136,-13.7238,-13.5311,-1.2632,7.6492,12.9605,10.7435,6.2448,18.2277,16.0457,20.2483,22.3167,15.9306,22.0112,36.1591,21.7001,23.3621,11.9227,15.7305,22.8256,21.7307,7.296,24.1091,23.8127,9.9283,23.0274,8.5549,13.7005
3.4106,-8.9518,-8.6218,2.0809,7.9856,15.1126,15.086,10.6405,22.2306,17.3817,20.7428,24.6587,20.0749,23.0376,34.8699,22.1124,23.538,13.6725,17.0355,23.1555,21.2889,6.8658,23.1185,23.9672,10.9312,22.2027,7.1239,13.4599
7.4827,3.116,2.4935,9.7864,8.0738,16.9357,20.4,14.3111,23.6507,16.1022,16.2664,21.9971,20.104,15.6202,24.4136,14.944,18.3962,11.6095,16.0944,18.9706,17.0657,5.4119,18.854,22.0319,11.919,18.9081,4.3785,11.0778
9.2947,10.2493,7.7533,13.812,8.5492,17.1456,21.0833,12.9739,21.0019,15.0426,12.8024,17.2485,15.7316,5.7767,14.5459,6.9084,15.0831,8.5352,14.3774,16.2007,15.8694,6.7138,17.6306,20.9347,11.7118,16.9085,2.1076,8.6489
10.2145,13.1847,10.4129,15.7245,9.1688,17.7566,21.9896,13.2626,20.4806,15.6367,12.7965,16.221,14.7516,3.1581,12.2398,5.1817,15.4016,8.7542,15.2609,16.7575,16.8835,8.2033,18.5476,22.4393,13.4215,17.5646,0.9155,8.4296
8.4389,10.1958,7.314,12.6209,7.1051,15.0566,18.9182,11.5316,18.9615,12.4295,9.7367,14.772,14.0539,3.54,10.192,4.205,11.3395,6.1625,10.945,12.2964,12.093,4.7006,13.5278,15.8922,8.082,12.6838,1.7318,6.4881
5.0706,3.9545,0.9047,6.8793,4.1104,10.1007,12.3256,6.6209,14.2799,7.085,4.9629,11.0206,10.3107,2.984,7.7244,2.2347,5.3875,1.4426,4.3722,5.8176,5.6098,0.1379,7.154,7.0736,0.6517,6.6266,3.6125,3.9873
4.9857,5.2756,3.1255,7.2381,2.8948,7.67,10.2867,5.0444,10.2802,3.6872,1.3529,6.838,6.4722,0.6199,4.624,-0.2344,1.3558,-0.8125,2.7728,2.2738,1.7831,-1.7819,3.9362,5.2933,1.416,5.2524,3.6894,3.2532
3.3463,4.4029,2.2273,5.0553,0.5854,3.3323,5.2889,0.9931,4.3687,-1.4669,-4.1605,0.9125,0.9351,-3.7279,-1.5341,-4.852,-4.9859,-5.2962,-2.2814,-4.0145,-4.1902,-4.7639,-1.8566,-1.1343,-2.4021,0.2453,3.7781,0.5638
-0.3087,-2.0345,-4.3567,-0.8085,-1.5191,-1.8515,-2.6726,-5.6817,-2.8547,-5.8205,-7.6026,-4.3985,-5.6085,-6.2886,-3.922,-7.27,-8.7558,-9.2769,-7.2004,-8.2243,-7.5209,-6.257,-5.0535,-6.6049,-7.1194,-3.2413,4.9025,-1.3458
1.1647,-0.0113,0.5901,2.0822,0.2738,-1.0021,-1.3719,-4.4929,-5.1152,-3.8891,-4.3175,-5.1022,-7.7244,-3.9671,2.0293,-3.3988,-4.1052,-5.2012,-0.0477,-2.5887,-2.5163,-2.4582,1.0573,4.1786,4.5062,5.4465,4.5654,2.7845
3.4165,4.0445,7.7113,6.2158,1.7725,0.5229,1.8656,-0.9791,-5.2257,-1.9015,-1.3857,-4.6001,-7.3756,-0.6225,7.0551,0.7368,-0.2461,-0.5998,6.9643,2.2593,1.0847,0.1693,5.4134,13.6074,15.579,12.606,3.6579,6.4256
2.3845,3.873,6.6948,4.8462,0.6731,-1.5552,-0.8776,-3.3701,-8.0413,-4.106,-4.1326,-7.6525,-10.1126,-4.3287,1.9852,-2.7989,-3.3854,-3.1351,3.5681,-1.0939,-1.5756,-0.6965,2.3443,9.1137,11.9339,8.7608,2.9778,4.107
2.6523,5.0177,7.0992,5.4909,0.7607,-1.6375,-1.1407,-4.4248,-8.9987,-4.6462,-5.3276,-9.0903,-11.7481,-7.2524,-0.4758,-5.2498,-4.5553,-4.5846,2.6206,-2.1366,-2.059,-0.6003,2.0388,8.5079,11.2284,8.2204,2.8745,3.4705
3.4527,1.8819,6.6907,5.8185,2.1433,1.2684,2.7632,0.1136,-3.6953,-0.9984,0.5226,-2.2647,-5.5734,3.901,12.8433,4.6565,1.8192,1.0556,9.1614,4.4313,2.3994,-0.1227,7.3242,16.5788,17.9963,15.6797,5.1772,8.6208
3.6292,-1.4767,4.1891,4.9572,3.259,4.6858,6.842,5.0367,3.9308,3.5786,6.5871,6.1305,3.0676,13.811,22.6855,13.0859,8.0624,6.3466,13.1541,10.0973,6.6522,0.4656,11.0334,20.1092,19.1261,18.8556,6.2137,11.4037
4.3403,2.3011,4.6731,6.2993,3.953,6.9141,9.1376,6.2847,7.5151,5.9992,6.9942,7.6867,5.8596,8.6629,15.2378,8.6797,8.3976,5.9405,10.8213,9.7149,7.8468,2.3547,10.3778,16.0096,13.2568,14.0861,3.316,8.0499
2.2282,0.2525,-0.1107,3.0129,3.2083,5.1808,5.2813,2.4202,5.3398,5.2132,5.3973,5.4676,3.4934,3.0618,8.3821,3.8839,6.6398,3.063,5.8438,7.0454,7.1235,3.1887,8.3107,9.5097,5.5194,8.4223,1.9428,4.32
-1.9259,-9.4973,-10.6043,-4.3607,2.0216,1.829,-1.6199,-3.4873,1.5833,3.633,5.3868,4.3164,0.363,4.0558,10.8089,4.7936,6.6416,0.9112,2.188,6.1004,7.1424,2.8516,8.2052,5.6332,-0.264,6.6709,4.0152,3.6008
-3.3068,-13.765,-15.0478,-6.9917,1.8713,1.0155,-3.8307,-5.7719,0.5666,3.2795,5.766,4.4222,-0.7348,5.1619,13.5235,5.8163,7.1329,0.0955,1.4226,6.359,7.6562,2.622,9.1251,5.4507,-1.6631,7.4171,5.6511,4.1793
-3.9245,-14.4246,-16.5935,-7.9213,1.2187,-0.1742,-5.6329,-7.9625,-1.1858,1.5353,3.5123,2.4024,-2.9374,2.3513,10.6587,3.0337,4.5821,-2.5104,-1.2634,3.7491,5.597,1.4929,7.2342,2.452,-4.6014,5.2455,6.1149,2.9056
-6.872,-18.5443,-23.0688,-12.4762,-0.5386,-4.3978,-12.7613,-15.5163,-7.7239,-2.8172,-1.5243,-3.6897,-10.2016,-5.2427,3.3962,-3.8708,-0.8911,-8.9553,-8.4441,-2.2039,1.6454,0.0307,3.3147,-5.353,-12.7105,-0.3859,6.8937,-0.6823
-8.7407,-20.6329,-26.2984,-15.1442,-1.9166,-7.8832,-18.0614,-21.013,-13.546,-6.5844,-5.7535,-9.1734,-16.4846,-11.0927,-2.1574,-9.1075,-5.4166,-13.6747,-13.2087,-6.8279,-1.7146,-1.1374,0.2251,-10.2887,-17.0364,-3.9359,7.3376,-3.0488
-7.4568,-15.8323,-21.4028,-12.3798,-2.6799,-8.8741,-17.7271,-21.102,-15.7786,-9.348,-9.8131,-12.9411,-19.226,-15.4996,-7.8848,-13.4701,-9.9845,-16.1892,-14.8353,-10.7531,-5.7393,-2.9708,-3.3435,-12.2939,-16.5383,-6.0224,6.624,-4.3957
-7.2007,-13.326,-20.2115,-11.4608,-3.7508,-10.5622,-19.3381,-23.8145,-18.9526,-12.9514,-15.0417,-17.5842,-23.5405,-22.1574,-15.1453,-19.9623,-15.8477,-21.1058,-19.1224,-16.2683,-10.5051,-5.3482,-7.5648,-17.0231,-19.9578,-9.8199,6.8091,-6.7807
-9.626,-18.3333,-25.1266,-15.5949,-5.4406,-13.9102,-24.2188,-27.7389,-22.7641,-16.2174,-17.596,-20.2482,-26.8273,-22.3069,-15.4494,-20.713,-18.9039,-23.973,-22.7333,-19.6154,-13.728,-7.6615,-10.4715,-21.3519,-23.7433,-12.3857,8.3907,-7.772
-11.499,-21.2322,-26.2486,-18.5242,-7.0929,-17.2657,-28.0198,-29.1523,-26.4747,-18.7399,-18.8244,-22.5451,-28.8076,-20.1268,-14.9525,-19.129,-20.4876,-23.8873,-23.7506,-21.3432,-16.1489,-8.9447,-13.1182,-23.4905,-23.6305,-13.9756,8.2486,-8.1991
-11.4,-18.1666,-23.3844,-17.5156,-7.5642,-19.0937,-29.979,-31.1716,-30.8434,-20.7423,-21.6221,-27.3262,-33.3888,-25.7775,-21.1782,-23.6443,-23.2369,-25.7698,-25.1586,-23.7834,-17.7947,-8.2931,-14.8786,-24.7977,-23.1498,-15.7038,6.554,-9.921
-9.726,-13.278,-18.324,-14.0665,-6.6261,-18.3833,-28.5791,-30.7379,-32.3864,-20.3004,-21.9616,-29.5377,-35.6558,-29.565,-24.0465,-26.051,-23.0383,-25.4406,-23.1751,-22.9605,-16.5301,-6.2399,-13.3587,-21.3898,-18.8816,-13.6738,5.0281,-9.6712
-9.1243,-11.2201,-14.0809,-12.6373,-6.0583,-18.3616,-27.8021,-28.6092,-33.3725,-18.9341,-19.616,-29.63,-35.4443,-27.2054,-21.9864,-23.0187,-20.0762,-21.5672,-18.9516,-19.6966,-13.9428,-3.7167,-11.1318,-16.5,-12.4022,-10.5136,3.1118,-8.2193
-11.4178,-15.775,-16.8568,-16.3896,-6.6631,-20.8067,-31.6106,-30.0139,-36.4701,-18.9979,-17.6506,-30.2455,-36.6454,-23.5588,-18.5667,-19.1799,-17.7358,-19.2042,-17.7332,-17.7679,-12.2939,-2.1904,-10.0817,-15.428,-10.6476,-9.5619,2.5517,-7.5934
-11.4389,-16.9786,-17.3101,-16.6326,-6.5397,-20.642,-31.3853,-29.6482,-36.1003,-18.7891,-16.8556,-29.3716,-36.1155,-21.2318,-15.4693,-17.1574,-16.8587,-18.4638,-16.5731,-16.7794,-11.7938,-2.4466,-9.1631,-13.7604,-9.0906,-7.8049,3.4462,-6.3597
-8.0477,-9.3161,-9.6583,-10.624,-5.462,-17.934,-26.1999,-26.1113,-33.6712,-17.9679,-17.65,-29.2157,-34.8943,-23.7247,-18.067,-19.3452,-17.6292,-18.132,-14.3974,-16.6839,-12.0714,-2.397,-8.912,-10.8258,-5.1525,-6.2271,2.4678,-5.8402
-6.23,-6.0625,-4.2222,-7.5039,-4.2231,-15.8555,-22.3937,-21.6047,-31.2896,-15.1851,-14.1133,-26.6142,-31.7057,-19.3635,-13.7211,-14.811,-13.5019,-13.2105,-8.7126,-12.1148,-8.7041,-0.2253,-5.6548,-4.2638,2.3142,-1.6424,1.1253,-3.3236
-4.7599,-7.9161,-1.6019,-6.0252,-2.1784,-11.8809,-16.4374,-13.7384,-24.2846,-9.2776,-5.0646,-17.4961,-22.6363,-4.0097,3.0438,-0.6843,-3.5144,-3.2621,1.8473,-1.8829,-1.4946,2.1413,1.8172,7.8787,13.8571,8.4367,1.9882,3.3471
-3.5139,-7.7913,-1.3271,-4.6759,-1.3477,-8.8643,-12.1638,-9.8603,-18.4237,-6.7721,-2.4348,-12.2373,-16.8798,0.9729,8.0209,3.1451,-0.9991,-0.982,4.0193,0.5782,-0.0439,1.445,3.3698,9.8691,14.5043,10.2643,3.0355,5.0489
-4.5428,-8.3016,-4.4671,-6.5069,-2.6789,-9.6761,-13.4188,-11.2296,-17.4426,-8.3918,-5.4605,-12.6924,-16.196,-2.7251,1.3979,-1.3136,-5.0095,-4.5638,-1.8939,-4.1723,-3.9165,-0.9585,-1.5211,1.177,5.3073,2.9836,2.6441,1.2444
-3.3812,-6.0216,-1.6646,-4.8189,-2.3201,-7.5705,-9.6186,-6.6065,-12.7317,-6.1435,-3.2131,-8.7551,-10.6753,1.1119,2.9045,1.6653,-2.9564,-1.3678,0.1129,-2.2958,-3.021,-0.8644,-1.5087,1.8196,6.1935,2.711,1.382,1.5415
0.1407,-0.2852,4.505,0.7127,-0.4176,-2.5785,-1.7844,0.1042,-5.4235,-2.1352,0.0892,-3.2293,-3.9274,4.6577,6.283,4.7334,0.558,2.532,4.9638,1.6816,-0.1975,-0.0313,1.3665,7.1532,10.9034,6.3142,0.7783,3.7357
2.0679,2.8708,6.0804,3.5814,0.1034,0.1332,2.2986,2.324,-0.9154,-1.442,-0.8103,-0.9136,-0.8447,3.4162,4.7693,2.7912,-0.8067,1.142,4.0058,0.4826,-1.4595,-1.7877,0.4339,5.8155,8.5215,5.2345,1.549,3.3724
