F9,F7,F3,Fz,F4,F8,F10,FC5,FC1,FC2,FC6,T9,T7,C3,C4,T8,T10,CP5,CP1,CP2,CP6,P9,P7,P3,Pz,P4,P8,P10
-0.2035,4.8855,-8.3009,-0.5818,-2.3259,1.4191,0.233,-5.5774,5.9619,-4.2043,-12.495,-2.2509,0.7095,-22.8008,-29.2166,-23.7505,-15.5122,-16.7888,-21.7099,-17.4027,-12.2676,-7.3056,-14.6127,-28.8127,-33.6566,-24.1851,-0.6696,-13.8792
0.3266,6.1678,-6.3222,0.4323,-2.0835,1.7052,1.0377,-4.5334,6.0132,-3.7831,-11.9231,-2.1702,0.997,-22.1303,-28.6409,-22.9404,-14.7884,-15.6409,-20.2517,-16.49,-11.6639,-6.7365,-14.0079,-27.0947,-31.3491,-23.0569,-1.1974,-13.3224
0.6655,6.3007,-4.4414,0.9172,-0.5658,3.701,3.41,-0.6232,8.8014,0.8497,-5.7353,2.02,5.3286,-16.2912,-22.9078,-16.5199,-7.6173,-8.9566,-14.2828,-9.5866,-5.4013,-2.3935,-8.8952,-20.6314,-25.4391,-18.7381,-3.367,-11.1137
0.7393,4.6105,-5.5911,0.5566,1.1129,6.3965,5.8909,2.4061,13.0198,5.7089,0.3763,7.4125,10.3101,-10.693,-16.4291,-10.6263,-0.641,-3.66,-9.6811,-3.0809,0.8378,1.1871,-3.5202,-15.4045,-22.4281,-14.8212,-4.1389,-8.9696
0.135,3.5186,-5.7761,-0.3118,1.4986,6.0205,4.938,2.3494,11.8924,6.8733,2.5021,7.5191,9.9699,-9.1649,-14.4504,-8.4537,2.0345,-1.4058,-7.6064,-0.5268,3.4256,3.4018,-1.3336,-12.7881,-19.7995,-12.9489,-5.0456,-8.1999
-2.2167,-0.2447,-9.4402,-3.8366,0.9525,2.9567,-0.4519,-2.2388,6.2406,5.4772,2.0165,3.7684,4.8194,-11.4571,-15.5743,-9.5607,2.0038,-2.4459,-8.8625,-0.8312,4.172,5.0927,-0.7592,-13.3829,-20.3229,-13.1763,-5.3678,-8.8981
-3.2124,-2.8754,-12.6598,-5.5488,0.9818,2.121,-2.6905,-5.0551,4.2688,4.9133,1.6631,2.5357,2.3407,-12.8734,-15.172,-10.4844,1.878,-3.9457,-9.8844,-1.0448,4.6632,5.4402,0.1524,-13.4992,-21.4732,-12.6401,-4.3201,-8.8259
-3.6333,-4.1855,-12.7758,-6.2627,1.4463,2.1514,-2.9637,-4.3738,4.0637,6.3791,4.2637,3.5813,3.0054,-9.9369,-11.7379,-7.2128,4.9921,-1.1769,-7.2422,1.9783,7.3845,7.3468,2.5903,-10.3002,-18.3427,-10.1743,-4.8636,-7.5256
-6.7789,-9.9881,-17.3538,-11.2734,1.3688,-0.5339,-8.3108,-7.2923,-0.3465,7.4961,7.7038,2.5031,0.5481,-7.6496,-8.7947,-3.6421,9.3806,1.8653,-5.6465,5.6366,11.6967,11.4278,5.7531,-8.2908,-16.6982,-8.6968,-6.3605,-7.2014
-8.7113,-14.0425,-21.3056,-14.3078,1.4442,-2.5325,-12.6099,-11.3747,-4.7723,7.0999,8.3356,0.0575,-3.7524,-8.8855,-7.6665,-3.6548,10.6892,1.4182,-5.6963,6.7635,13.7926,13.5285,8.0202,-6.9006,-16.102,-7.0487,-6.0069,-6.8435
-7.7285,-13.4647,-19.5769,-12.7011,2.3344,-1.6202,-11.3192,-10.7353,-4.8614,7.8103,9.5116,0.3982,-4.2426,-7.3446,-3.8276,-1.7878,12.3527,2.5874,-2.6477,8.9917,15.5545,14.2755,10.7855,-1.9254,-11.1879,-2.613,-5.0514,-4.4741
-6.9432,-13.5907,-17.5217,-11.6296,3.5239,0.1137,-8.794,-7.3558,-2.543,10.7706,13.9252,3.8458,-0.9813,-1.1893,3.2883,4.3365,17.4464,7.5309,2.8543,14.2798,19.678,16.3836,14.9584,4.7236,-4.6471,2.659,-5.2569,-1.3596
-6.4077,-12.7594,-14.4705,-10.619,4.0886,0.5435,-7.5705,-4.8829,-2.308,12.3105,16.647,5.0419,0.3975,2.8688,7.3506,8.5524,20.6658,11.4413,7.1032,17.7513,22.1701,18.1324,17.3295,9.6214,1.3235,6.2181,-6.2144,0.6451
-5.7256,-9.6263,-8.6502,-8.7107,3.2349,-1.7965,-8.6693,-4.7898,-6.9774,9.45,14.2029,0.6488,-3.4503,2.3717,6.1882,8.2298,18.1502,11.5722,8.6255,16.1355,19.5474,17.3291,15.4538,11.6726,7.3025,7.5721,-6.9667,1.3274
-5.002,-6.6962,-3.1245,-6.8279,1.9014,-4.5135,-9.9287,-5.0966,-11.7698,5.3384,10.264,-4.2371,-7.6814,1.6252,4.6632,7.1373,13.7786,10.2633,8.9158,12.7852,14.9778,14.832,12.0675,12.2627,12.1399,8.1028,-6.7962,1.8332
-5.3911,-7.5087,-3.0429,-7.4479,1.1369,-5.8069,-11.0551,-5.5664,-13.2019,3.7205,9.0356,-5.3601,-8.6761,2.593,5.232,7.5933,12.2638,9.6829,8.4152,11.4269,13.0819,13.3849,10.5406,11.5151,12.5655,7.8009,-6.178,2.0024
-7.0641,-10.9795,-6.7491,-10.4582,0.446,-6.9543,-13.194,-6.6446,-13.4694,3.5059,9.4568,-4.807,-8.1539,4.0548,5.7732,8.6469,12.4985,9.6972,6.8675,11.0709,12.8533,13.1032,9.6723,8.869,9.4593,5.8276,-6.1004,1.1952
-5.4723,-7.4942,-2.7931,-7.8398,0.2224,-5.8557,-10.1108,-3.5273,-10.9096,3.235,8.5247,-3.6721,-5.5532,5.1307,5.0322,8.7593,11.0259,10.0307,7.2187,9.919,10.7222,11.2216,7.6271,8.273,10.1644,4.9684,-6.3295,1.1746
-2.3521,-0.9957,3.1533,-2.6577,0.3924,-3.3941,-4.8411,0.0741,-7.0381,2.6617,5.9843,-2.7605,-2.9988,3.4292,2.0814,6.0929,7.7492,8.514,6.8491,7.3525,7.3826,8.3134,4.9983,7.3913,10.2948,3.9304,-5.9944,0.93
-3.0281,-1.9339,-1.1741,-4.0297,-0.1624,-3.3091,-5.768,-2.4584,-5.9671,1.5555,3.1814,-3.163,-3.362,-1.6641,-3.5738,0.7581,4.2927,3.9513,1.2178,3.3323,4.7827,6.4595,2.0872,0.4382,1.3953,-1.4197,-5.2355,-2.0873
-2.8713,-0.6733,-3.179,-3.8918,-0.5756,-2.6273,-5.301,-3.6801,-4.1196,0.6833,0.2335,-3.407,-2.9926,-7.0882,-10.2042,-4.9314,0.6307,-0.1916,-3.8683,-0.7303,1.9371,4.5927,-1.1596,-6.153,-6.5975,-6.8563,-5.0999,-5.1939
-0.4019,5.7595,1.1398,0.4517,-0.5696,-0.9175,-1.8211,-2.479,-1.9649,-0.5366,-3.6911,-4.4834,-2.7425,-13.1174,-17.4273,-11.1828,-4.0152,-3.8275,-6.7074,-4.912,-1.82,2.2477,-4.5585,-9.6933,-9.7311,-10.2128,-5.3468,-7.2383
-0.5939,6.3411,-1.1944,0.1862,-0.7886,-0.8941,-2.6489,-5.0457,-2.1571,-1.5809,-6.4465,-6.059,-4.4573,-19.2418,-23.5437,-16.9307,-7.125,-7.953,-11.1293,-8.2959,-3.7044,1.4034,-6.5798,-14.6676,-16.0882,-14.1931,-5.1622,-9.8484
-1.2153,4.9359,-4.6814,-1.1316,-0.1501,0.4251,-2.4083,-5.4168,0.2295,0.6103,-4.6799,-3.833,-2.4833,-20.3379,-24.6313,-17.6253,-5.1623,-7.8102,-12.2882,-7.0579,-1.3679,3.0153,-5.2269,-16.3611,-20.3074,-15.7976,-5.755,-11.0236
-0.8319,5.5615,-4.1338,-0.6984,0.5527,2.2084,-0.1553,-2.6622,3.6494,3.3347,-1.7653,-0.5028,1.4974,-17.8107,-23.1648,-15.1911,-2.0468,-4.8911,-10.4802,-4.3167,1.179,4.58,-3.6583,-15.2218,-19.9949,-15.5206,-7.0282,-10.8237
-1.882,3.3489,-6.1634,-2.5624,0.025,1.2577,-1.6411,-3.3339,3.1135,2.9327,-1.6324,-0.4089,1.5671,-16.558,-22.4618,-14.2536,-2.0425,-4.8138,-11.2433,-4.6043,0.8113,4.231,-4.3059,-16.5942,-21.34,-16.4726,-6.8759,-11.1211
-2.6158,1.4317,-7.5065,-3.7926,0.3642,0.9233,-2.7751,-3.9599,2.1589,3.8149,0.1294,-0.1777,1.0758,-15.1427,-20.0925,-12.3594,0.1849,-3.3686,-9.8038,-2.5092,3.0174,5.8567,-2.2284,-14.4746,-19.6722,-14.663,-7.0121,-10.2853
-1.9953,1.9588,-5.6729,-2.7668,2.3296,3.2488,-0.3888,-0.8981,4.3943,8.5935,6.1779,3.3772,4.1821,-10.9575,-14.7359,-7.0614,7.4555,2.6494,-3.6887,4.6474,9.9735,10.803,3.9298,-6.9714,-13.2836,-9.3599,-8.9012,-7.8452
-0.68,1.6917,-4.0549,-1.2337,4.2628,7.0318,4.5895,4.7213,10.4838,13.8358,12.952,10.3681,11.2004,-2.1503,-4.998,1.3382,15.0101,9.4364,3.2107,12.1649,16.0608,13.4684,9.736,0.9036,-6.8597,-3.1718,-9.0251,-3.9969
0.2097,0.2316,-2.7144,-0.4682,4.9814,9.0866,8.1567,9.4472,14.8868,16.3064,17.2177,15.7573,16.7962,7.5914,5.2281,9.6914,19.4624,14.4277,8.5918,16.8475,18.5535,13.1896,12.7275,6.848,-0.8706,2.1099,-7.6618,-0.0512
-2.0116,-2.6335,-4.1058,-3.6038,3.6693,4.9641,2.5991,5.792,8.28,13.5606,15.7121,11.0754,11.5028,6.7161,4.122,9.4253,18.0855,13.803,7.6268,15.4359,17.3255,13.6215,11.4116,5.9049,0.2378,1.4433,-8.2587,-0.6482
-5.5954,-6.6992,-8.6031,-8.4848,1.6951,-1.8468,-7.7781,-4.048,-4.2491,7.669,10.112,0.5433,-1.064,-2.1921,-3.2722,2.4572,12.6441,7.8694,2.1877,10.0001,13.9643,13.9168,8.5103,1.3372,-2.5818,-1.6726,-8.3207,-3.4437
-7.479,-10.9302,-11.2987,-11.1883,0.7616,-6.1481,-14.1333,-10.3756,-12.9525,3.431,7.0861,-5.9425,-9.975,-4.4349,-1.8739,1.105,9.9677,4.6208,1.314,7.9608,12.2639,13.2809,8.6771,2.9883,0.4089,1.1257,-5.9532,-2.1965
-8.3039,-13.0685,-9.9602,-12.1568,-0.207,-9.6951,-17.9166,-12.8119,-19.5555,-0.0362,5.4068,-10.4633,-15.6372,-2.2685,2.1781,3.3307,8.4904,4.4576,3.2533,7.3598,10.5238,12.2353,8.5906,6.786,7.2246,5.1551,-4.3703,0.2432
-7.87,-11.0909,-5.8123,-10.8862,-1.3643,-12.1432,-19.3207,-13.4289,-23.8511,-3.6139,2.0547,-14.6975,-19.4796,-2.883,1.1216,2.4381,4.7889,3.1894,3.368,4.5019,6.6852,10.1003,5.8137,7.2448,11.1543,5.6809,-4.0335,0.7187
-7.0334,-9.6043,-2.7246,-9.4274,-1.9411,-12.6514,-18.4686,-12.1316,-24.3039,-5.244,0.6008,-15.4455,-19.6223,-1.1284,2.344,3.3823,2.9577,3.1395,4.1613,3.2387,4.234,8.0113,4.1488,8.0378,13.9424,6.5269,-3.3138,1.6747
-6.6631,-9.879,-0.4784,-8.9113,-2.4116,-13.2432,-17.8918,-10.3628,-24.549,-6.1682,0.7739,-15.0654,-18.8988,3.5803,6.8242,7.1173,2.9523,4.7623,6.4465,3.7099,3.0845,6.4636,3.7417,10.5355,18.3361,8.9225,-2.3695,3.6903
-3.9761,-6.0802,6.3103,-4.6077,-2.0543,-11.4284,-12.9901,-5.1422,-21.5856,-5.9195,1.4907,-12.7673,-15.5272,9.4051,12.4647,11.6177,3.4642,7.6106,11.0989,5.2387,2.1971,4.5154,4.078,15.8801,25.923,13.3555,-1.3898,6.9747
0.2424,-0.2093,14.8938,1.8249,-0.5761,-6.3172,-3.4562,4.3677,-12.8724,-2.407,5.1856,-5.6477,-6.4514,18.3518,20.4855,18.7332,7.0274,13.3396,18.1335,9.6683,3.668,3.3299,6.2126,23.1654,34.2412,18.8488,-0.9946,11.0929
2.7432,3.1226,18.9859,5.429,0.493,-2.3607,3.1054,10.7561,-5.624,0.7241,8.1425,0.2717,0.9284,23.9189,24.9057,23.0217,9.8214,17.0249,21.7969,12.6515,5.0955,2.7855,7.5312,26.3298,37.0724,20.9978,-1.0209,12.9879
4.6346,5.6938,20.5111,8.1402,1.1558,0.5355,7.4395,13.5354,-0.7097,1.912,8.1763,3.3738,4.7104,24.3663,25.2761,22.6535,9.4989,16.6431,21.8691,12.4972,4.5762,1.291,7.3701,26.1982,35.8604,20.968,-0.1121,13.325
7.5116,9.6909,23.5909,12.1963,2.2418,5.3557,14.8858,19.5964,8.1494,4.8703,9.8722,9.7405,12.7005,27.6057,27.2643,24.3907,10.6992,18.257,23.3367,13.7666,4.8105,-0.3437,7.5395,26.7211,35.0139,21.0972,0.3941,14.1134
10.6555,15.5966,27.241,16.8348,3.5375,10.9748,23.2275,26.3349,18.3883,8.8377,11.7145,16.607,21.9064,28.5412,25.5533,24.1715,11.998,19.8835,23.7794,14.7957,5.4727,-1.0477,7.1681,25.2419,31.6626,18.8201,-0.7187,13.2367
12.1181,19.0281,27.0807,19.0551,4.6498,14.3959,26.9735,27.706,23.5361,11.2673,11.861,19.2895,25.2518,24.0106,20.4399,19.9584,11.9996,18.4361,21.6366,14.3725,6.3997,-0.4153,7.2614,22.2813,25.9577,15.7457,-1.6306,11.0836
11.8335,17.9819,25.7918,18.393,5.5007,15.6315,27.7182,28.7326,25.461,13.9216,15.0102,21.817,27.5526,25.8578,22.5095,22.2067,15.6313,20.9237,23.3517,17.5777,9.8678,1.9147,9.9468,24.076,26.3064,16.8702,-2.4882,11.5245
13.187,20.9419,30.6865,20.7635,6.6868,17.6727,31.27,33.6154,28.3291,17.4508,19.4067,25.0574,31.7436,30.5038,26.085,27.1122,20.6484,26.7486,28.8628,22.6824,13.9597,4.9075,13.1449,29.6962,32.6591,20.2653,-4.8706,13.3169
15.257,27.4581,35.6379,24.8411,7.9557,19.6976,34.0824,34.8259,29.1228,19.1148,19.2545,24.0725,31.3329,24.5414,19.9292,22.6927,20.919,26.7322,29.5258,23.2039,15.6238,7.5149,14.2248,30.835,33.5828,19.8598,-7.5022,11.9824
14.4351,28.5644,33.6747,24.1526,8.2505,18.7127,31.0123,30.178,25.3466,18.6524,17.2422,19.8082,26.1567,14.9805,11.2331,15.3079,19.3244,23.2153,25.8958,21.2663,16.3456,10.108,14.2466,27.6095,28.9957,16.661,-9.2758,8.7816
14.1823,29.7529,34.5154,24.2698,8.8102,18.2808,29.7521,28.9311,22.9767,19.4866,17.9881,17.8943,23.8097,11.8093,8.5042,13.6724,20.707,23.8809,26.6065,22.5706,18.6716,13.1437,15.948,28.9692,30.2881,17.0489,-11.2326,8.0916
16.2201,34.9292,39.5536,28.1234,10.1527,20.1895,32.6372,30.7062,23.6404,21.222,18.8484,17.61,23.7167,9.1258,6.4956,12.1876,22.1329,25.1649,29.1903,24.4708,20.9296,15.5353,18.1755,32.7387,34.2013,19.2229,-12.9221,8.5108
14.1875,31.919,34.5386,24.9843,9.5939,17.9368,27.9139,25.329,19.4282,19.4877,16.6926,13.9635,18.7894,3.4941,1.95,7.6236,20.0666,21.4456,25.0926,21.9696,20.2531,16.0968,17.3382,28.8006,29.1117,16.3991,-12.7372,6.2983
7.8506,19.7502,21.4737,14.416,7.347,11.4934,16.2699,15.9932,11.0577,16.1936,15.4384,9.3592,11.9094,1.9911,0.9737,6.7284,18.8558,18.1644,19.0628,19.3758,19.4801,16.5711,15.6821,21.8052,20.9857,11.8945,-11.851,3.6766
4.5776,13.1801,16.2308,8.9747,6.4355,8.2218,10.7428,12.9917,6.9579,15.6688,17.1191,8.1982,9.7485,5.1018,4.0627,10.1047,20.8894,19.6877,19.0069,20.7448,20.9678,18.055,16.4568,21.4446,20.822,11.9324,-12.1,3.7765
4.6178,13.686,17.0596,9.3187,6.3439,7.3637,9.6986,11.7111,4.6326,14.5976,16.0086,6.0476,7.1776,3.4157,3.1812,8.8783,19.9024,18.7865,18.9898,20.0645,20.4545,18.1362,16.4181,22.1788,22.2175,12.6471,-11.9689,3.9182
3.1269,11.0511,12.9579,7.035,5.3891,4.7037,5.1345,5.9587,-0.3374,11.067,11.8855,1.2817,0.9991,-2.256,-0.6914,3.7361,15.5527,13.4189,14.4568,15.7745,17.4535,16.5621,14.3482,18.3257,18.0293,10.5144,-10.2146,2.4073
1.2449,6.2953,8.7707,3.6075,4.4329,2.7978,2.1275,4.0316,-1.9204,9.7401,11.6651,1.0288,0.1866,0.2234,1.8813,5.5582,15.113,12.8594,13.155,15.0152,16.4262,15.3247,13.4599,16.6049,16.2785,9.9034,-8.8607,2.5777
1.2718,4.7434,10.712,3.1581,3.9987,3.1458,4.2482,9.1287,1.35,11.0589,15.1134,5.4873,5.9879,10.7235,10.0939,14.1895,18.3311,18.3291,17.3966,18.187,17.0184,14.3454,13.6823,19.6186,21.0749,12.2545,-8.8533,5.1551
1.6515,4.5701,13.4153,3.6028,3.6178,3.0574,5.6869,12.5083,2.6043,11.2369,16.7045,7.478,8.8719,17.4526,15.5348,19.7015,19.7567,21.7304,20.6264,19.8771,16.7516,13.3271,13.563,22.4054,25.8132,14.5083,-8.6876,7.243
2.1714,5.2849,15.154,4.5786,3.3447,2.4414,5.6304,12.2982,1.1542,9.7275,15.2961,6.0069,7.2519,17.6318,16.4062,19.6559,18.2346,20.9696,21.1183,18.8911,15.197,12.059,12.9485,23.618,28.2218,15.8857,-7.7288,8.1686
1.7482,3.6244,13.7348,3.6687,2.8951,1.8727,4.9225,11.6827,0.898,8.7679,14.6082,5.9804,7.0233,18.7349,17.7607,20.2021,17.3067,20.1496,20.3871,17.9866,13.9808,10.6746,12.1646,22.8269,27.4895,15.7897,-6.5341,8.4797
-2.1783,-6.4022,3.8585,-3.7349,2.2203,0.3675,0.7703,9.9825,1.6894,10.3229,18.6133,9.7004,9.809,25.6403,24.2803,26.2824,21.4214,22.5245,19.6072,20.6945,16.6906,11.5055,13.6087,20.6626,22.9911,14.8013,-5.6395,8.6669
-5.6501,-15.3017,-4.1066,-10.1792,2.0926,-0.8074,-2.8303,9.0273,2.0345,12.7742,23.845,13.3434,12.3789,33.0511,31.802,33.4192,27.1801,26.5358,20.993,25.244,21.1235,13.8698,16.7542,21.4083,21.7589,15.8612,-5.4959,9.7109
-3.7199,-11.1107,1.2142,-6.7514,2.4552,0.2981,0.1083,11.7774,3.0847,12.9149,23.6176,13.4852,13.3435,33.65,31.9893,33.8527,26.9188,27.6692,23.2336,25.616,20.6305,13.5086,16.6961,24.0273,25.8711,17.5647,-5.9759,10.7044
-0.1103,-3.1935,8.9337,-0.5214,2.9178,2.8334,5.674,15.5268,6.157,12.4451,21.1138,13.5774,14.9994,31.1364,28.6216,30.836,23.9003,26.5256,23.8603,23.5501,17.8284,11.3574,14.7413,24.7249,28.0329,17.5957,-6.1169,10.7826
-0.6528,-5.1979,5.0985,-1.8119,3.2281,3.7093,5.5703,14.4087,7.8706,13.301,21.5282,15.0591,15.9242,30.1229,28.3645,29.8188,24.2912,25.2699,22.0924,23.4906,18.5781,11.3937,15.3155,22.8301,23.8991,16.4305,-5.3065,10.1072
-4.1035,-12.1988,-4.8948,-7.7763,2.5268,1.3614,-0.5169,7.734,4.6466,12.12,20.3146,13.0302,12.0394,25.7,25.3516,26.1384,23.1076,21.1233,16.4763,21.2644,18.5972,11.8266,14.8393,16.8929,15.0156,12.4984,-4.2039,7.5193
-4.3847,-11.1334,-5.845,-7.8969,1.6281,-0.1647,-2.6816,4.2312,1.7952,9.0734,15.6781,8.9492,7.8739,18.7843,18.2966,19.5538,17.9454,15.9937,11.6344,16.1805,14.7083,9.9631,11.3026,11.6437,10.0067,8.422,-3.8276,4.8957
-1.6745,-4.98,-0.22,-3.1835,2.0902,1.8753,1.4797,6.8256,4.1289,8.9212,13.8108,8.9316,8.9833,16.0858,15.0073,16.6758,15.7425,14.9479,11.8525,14.6339,12.8715,8.6887,9.979,11.9213,11.1095,8.1529,-4.1546,4.6561
-2.3549,-6.2961,-3.9255,-4.5071,2.2976,2.4203,0.8217,5.0883,5.1151,9.5547,13.6238,9.4511,9.0851,13.0878,12.3114,14.0303,15.5241,13.0873,9.1766,13.8678,13.3782,9.1217,9.9813,8.8254,5.8551,5.7139,-4.0758,3.0141
-4.6859,-10.0908,-10.8338,-8.3844,1.3372,0.2823,-3.9357,-0.6779,2.1023,7.3517,10.4824,6.4048,5.0184,6.7779,6.4324,8.2432,12.0506,7.8354,2.8515,9.6909,11.2412,8.307,7.549,1.7706,-3.0135,0.5637,-3.3181,-0.2372
-3.429,-6.8539,-7.3261,-6.0497,1.1336,0.4159,-2.5942,0.2048,1.9146,6.1592,8.5368,5.1371,4.4145,5.2342,4.3536,6.5021,9.8069,6.8291,2.6822,7.9424,9.1242,7.0074,5.914,1.5872,-1.8483,0.2321,-3.3835,-0.3953
-2.1816,-3.1288,-2.5838,-3.6222,0.7005,0.195,-1.2059,1.9573,1.5474,4.9323,6.8637,3.8597,4.2869,4.8114,2.4411,5.7345,7.7928,6.861,3.1663,6.4302,6.8493,5.7942,3.84,1.6174,0.4179,-0.228,-4.1257,-0.527
-2.918,-1.8763,-2.4163,-4.0944,-1.5924,-4.12,-6.0485,-3.7203,-5.6438,-1.89,-1.5752,-4.4967,-4.0465,-4.0875,-7.0546,-3.0907,-1.6474,-0.9237,-3.6708,-2.4804,-1.1756,1.5949,-3.0592,-5.7612,-4.3133,-5.6834,-3.1255,-3.7708
-2.5776,0.4097,-0.9049,-2.8786,-3.2028,-7.251,-9.19,-8.6585,-11.9511,-8.2217,-9.6345,-12.224,-12.1798,-12.4743,-14.4794,-11.3544,-10.5134,-8.5191,-8.9113,-10.3939,-8.4845,-2.6456,-8.4364,-10.3185,-6.5519,-8.5247,-1.1832,-5.5707
-2.3445,0.9644,-0.3036,-2.348,-2.95,-7.2815,-9.3377,-9.2051,-12.88,-8.3169,-9.8151,-13.0975,-13.4233,-13.5462,-14.7249,-11.9935,-10.4957,-8.7739,-8.4799,-10.185,-8.0786,-2.1386,-7.7478,-9.1831,-5.3852,-7.5681,-1.1556,-5.2851
-3.2515,0.3714,-1.1161,-3.4462,-3.0275,-8.7353,-11.9451,-11.6386,-16.2239,-8.8684,-10.2391,-15.7227,-16.7002,-16.3362,-16.9546,-13.7168,-10.5614,-9.3873,-9.0581,-10.3337,-7.3679,-0.5545,-7.2774,-9.2836,-5.3342,-7.8375,-2.0303,-6.0355
-4.7079,-1.1259,-2.4352,-5.3381,-4.0322,-11.9913,-16.5612,-15.9151,-22.1912,-11.9113,-13.097,-20.8066,-22.6189,-20.1148,-20.0926,-16.7254,-13.3993,-12.0843,-11.2983,-13.0324,-9.3542,-0.7707,-8.8751,-11.0603,-5.8567,-8.9763,-1.9422,-7.0812
-7.5862,-7.0685,-7.1239,-10.1527,-4.9383,-14.9895,-21.4982,-18.6663,-25.9083,-12.6866,-11.9175,-21.9507,-24.6725,-17.2453,-17.156,-13.7519,-11.976,-11.0194,-11.4958,-12.1412,-8.4552,0.1316,-8.4411,-11.4924,-6.0142,-8.9071,-1.8568,-6.8929
-9.3106,-11.4562,-8.5936,-13.09,-5.0193,-16.5622,-23.8658,-18.3555,-27.8373,-11.6066,-8.1806,-20.9946,-24.3677,-10.5962,-10.1754,-7.0586,-7.609,-6.5523,-7.6651,-7.9889,-5.2731,2.2281,-5.6255,-7.1766,-0.9202,-5.2803,-2.2219,-4.6183
-8.3284,-10.8343,-5.1837,-11.4842,-4.2422,-15.7441,-21.9583,-15.5738,-27.3004,-10.1672,-5.3416,-19.3979,-22.9487,-5.2551,-3.7525,-1.7936,-4.2269,-2.5727,-2.4148,-4.0598,-2.7535,3.4117,-2.5231,-0.4964,6.8116,0.1689,-2.0879,-1.3794
-8.1821,-11.9797,-6.8983,-11.5853,-3.4404,-14.3264,-20.9221,-15.3325,-25.391,-8.5726,-3.6632,-17.3498,-21.5594,-4.2387,-1.317,-0.6782,-2.2664,-2.0074,-1.547,-2.219,-0.7037,4.1758,-0.3179,1.0928,6.6795,1.7858,-1.3148,-0.5022
-8.4839,-13.7596,-9.9362,-12.4142,-2.6087,-13.0673,-20.6427,-16.0159,-23.818,-6.8293,-1.981,-15.5643,-20.6584,-4.4256,0.0233,-0.4692,-0.2344,-1.9397,-1.512,-0.5152,1.7267,5.4455,2.0095,1.7565,5.0298,2.6132,-0.7576,-0.251
-6.4477,-12.166,-6.0061,-9.6198,-1.0445,-9.2078,-14.5176,-9.0359,-17.1015,-2.3058,3.7634,-8.6484,-12.8722,4.7378,8.9515,7.736,5.9303,4.7344,5.2928,5.8322,6.06,6.8085,6.1614,8.9385,11.9007,8.0493,-1.0202,3.4459
-3.4212,-10.5384,-0.4762,-5.8159,1.0819,-2.8596,-4.194,3.2779,-4.6462,5.0726,13.3252,4.0579,1.7979,21.737,24.4159,22.3708,15.8346,15.9678,15.8336,15.8009,12.2924,7.9443,11.822,19.0895,21.5726,15.7094,-1.202,9.2727
0.2518,-7.8469,5.519,-0.8305,3.6849,3.9244,6.4118,14.5095,7.0681,12.1492,21.9877,15.6069,14.6362,36.1571,38.9706,34.9769,25.0219,25.7328,26.2465,25.3866,18.6221,9.2258,18.2785,30.2986,31.8115,24.4962,-0.7311,15.3753
5.1848,-0.9961,15.3949,6.7957,6.3036,10.5596,17.6222,25.4333,17.0782,17.9333,28.2184,24.2979,24.9646,46.2052,49.102,43.8271,31.716,33.7986,36.1197,33.0188,23.3253,10.2909,23.5022,41.4044,43.2052,32.7759,-1.0037,20.7134
8.0301,4.1614,21.1317,11.3072,7.5781,14.4632,24.1935,31.6794,23.3814,21.1612,30.9013,29.0253,31.2693,49.6651,51.2686,46.6545,34.4153,37.4917,39.9759,36.0035,25.1394,10.7659,24.9839,44.9366,46.7868,34.7554,-2.1041,22.0909
7.0041,3.3356,18.3107,9.7949,7.5773,13.8397,22.0593,28.931,21.8877,21.1252,30.1843,27.4644,29.2048,45.1695,46.9297,43.1133,33.8389,35.595,37.3388,34.9575,25.6238,12.0377,24.8081,42.0456,42.6305,32.1891,-2.9246,20.0363
5.8245,2.624,16.544,8.2673,7.6352,12.5524,19.167,26.0194,18.7512,21.0758,29.9853,24.9331,25.9807,41.0878,43.2429,40.4164,34.0684,34.74,36.0257,34.855,26.9292,14.3267,25.443,40.9584,41.0249,30.9149,-4.3253,18.5071
7.4545,6.5431,20.4622,11.0852,8.3715,14.54,22.5594,29.203,21.569,22.8577,31.1568,26.682,28.7545,41.3027,42.378,40.7058,35.3194,36.6102,37.8438,36.2368,28.0288,15.2422,26.0585,42.4728,42.7719,31.2883,-5.7932,18.5775
9.9201,10.3631,23.6343,14.9002,9.2098,17.5267,27.3452,32.1618,25.9061,23.8046,30.8474,29.0687,31.7494,41.2492,42.7282,40.0368,34.7503,36.2101,38.6766,36.1433,27.4419,13.8214,26.1981,43.68,43.3922,32.3267,-4.8586,19.3899
9.799,9.0196,21.0767,14.4726,9.1473,17.4986,26.6419,29.9193,25.4749,22.5954,29.0374,28.2466,30.0208,39.0423,42.2796,37.737,32.7587,33.136,36.548,34.2681,26.0926,12.3338,25.7752,42.275,40.8337,32.077,-2.8492,19.2842
7.9485,5.0532,15.8221,11.2543,9.0108,16.464,23.5743,26.7248,23.9563,22.5833,29.3039,27.6767,28.3443,37.5847,41.7983,36.7912,33.2176,31.8412,34.4859,34.1534,27.0897,13.215,26.4316,40.2665,37.1259,30.8679,-2.422,18.3641
7.9074,4.0674,14.5234,11.0259,10.0056,17.6404,24.1139,26.8163,25.0029,24.6527,31.7054,29.2802,29.1679,38.3636,44.0444,38.1719,36.1783,33.2784,36.1377,36.9525,30.2856,15.2555,29.4903,42.8532,38.1367,33.004,-2.4622,19.26
